config,log_type,mean_fitness,median_fitness,n_alive,run_id,seed,time,wave,damage,dodged_bullets,enemy_id,fitness,lifespan
ga_only,wave_snapshot,0.148331266666666,0.147916666666666,4.0,3,883013,1.0,1,,,,,
ga_only,wave_snapshot,0.373859427777777,0.373914299999999,6.0,3,883013,2.0,1,,,,,
ga_only,wave_snapshot,0.673835427777774,0.673890299999997,6.0,3,883013,3.0,1,,,,,
ga_only,wave_snapshot,0.973811427777766,0.973866299999988,6.0,3,883013,4.0,1,,,,,
ga_only,wave_snapshot,1.27378742777776,1.27384229999998,6.0,3,883013,5.0,1,,,,,
ga_only,wave_snapshot,1.57376342777777,1.57381829999999,6.0,3,883013,6.0,1,,,,,
ga_only,wave_snapshot,1.87373942777778,1.8737943,6.0,3,883013,7.0,1,,,,,
ga_only,wave_snapshot,2.17371542777779,2.17377030000001,6.0,3,883013,8.0,1,,,,,
ga_only,wave_snapshot,2.47369142777779,2.47374630000002,6.0,3,883013,9.0,1,,,,,
ga_only,wave_snapshot,3.19033409444443,2.84872229999998,6.0,3,883013,10.0,1,,,,,
ga_only,wave_snapshot,3.4903100944444,3.14869829999995,6.0,3,883013,11.0,1,,,,,
ga_only,death,,,,3,883013,11.5849043333331,1,0.0,1.0,5.0,5.56005866666663,10.2001955555554
ga_only,wave_snapshot,3.76959809444438,3.44867429999992,5.0,3,883013,12.0,1,,,,,
ga_only,wave_snapshot,4.01957809444435,3.74865029999989,5.0,3,883013,13.0,1,,,,,
ga_only,wave_snapshot,4.26955809444436,4.0486262999999,5.0,3,883013,14.0,1,,,,,
ga_only,wave_snapshot,4.51953809444434,4.34860229999987,5.0,3,883013,15.0,1,,,,,
ga_only,wave_snapshot,4.76963882171704,4.64872317272712,5.0,3,883013,16.0,1,,,,,
ga_only,wave_snapshot,5.43541259444431,5.02348089999984,5.0,3,883013,17.0,1,,,,,
ga_only,wave_snapshot,6.51825753383825,5.32289482727256,5.0,3,883013,18.0,1,,,,,
ga_only,death,,,,3,883013,18.2520693333328,1,0.0,4.0,4.0,15.1371957999999,17.1239859999995
ga_only,wave_snapshot,7.14766446565643,5.57216357424232,4.0,3,883013,19.0,1,,,,,
ga_only,wave_snapshot,8.5978041323231,5.92280718181802,4.0,3,883013,20.0,1,,,,,
ga_only,death,,,,3,883013,20.6347554242418,1,0.0,5.0,3.0,18.4270016272726,19.7566720909086
ga_only,wave_snapshot,9.61336271262613,6.22308312727256,3.0,3,883013,21.0,1,,,,,
ga_only,wave_snapshot,9.76311110353521,6.52257990909073,3.0,3,883013,22.0,1,,,,,
ga_only,wave_snapshot,9.91356564898976,6.82348899999982,3.0,3,883013,23.0,1,,,,,
ga_only,wave_snapshot,10.0642474671716,7.12485263636346,3.0,3,883013,24.0,1,,,,,
ga_only,wave_snapshot,10.2135656489898,7.42348899999982,3.0,3,883013,25.0,1,,,,,
ga_only,wave_snapshot,10.3639065580807,7.72417081818163,3.0,3,883013,26.0,1,,,,,
ga_only,wave_snapshot,10.5134520126261,8.02326172727254,3.0,3,883013,27.0,1,,,,,
ga_only,wave_snapshot,10.6635274898988,8.32341268181799,3.0,3,883013,28.0,1,,,,,
ga_only,wave_snapshot,10.813792921717,8.62394354545435,3.0,3,883013,29.0,1,,,,,
ga_only,wave_snapshot,10.9633383762625,8.92303445454525,3.0,3,883013,30.0,1,,,,,
ga_only,wave_snapshot,11.1134196126261,9.22319692727252,3.0,3,883013,31.0,1,,,,,
ga_only,wave_snapshot,11.2632247398988,9.52280718181797,3.0,3,883013,32.0,1,,,,,
ga_only,wave_snapshot,11.4134520126261,9.82326172727251,3.0,3,883013,33.0,1,,,,,
ga_only,wave_snapshot,11.5642682535352,10.1248942090907,3.0,3,883013,34.0,1,,,,,
ga_only,wave_snapshot,11.7139065580806,10.4241708181816,3.0,3,883013,35.0,1,,,,,
ga_only,wave_snapshot,11.8642571126261,10.7248719272725,3.0,3,883013,36.0,1,,,,,
ga_only,wave_snapshot,12.0134520126261,11.0232617272725,3.0,3,883013,37.0,1,,,,,
ga_only,wave_snapshot,12.1638134398988,11.323984581818,3.0,3,883013,38.0,1,,,,,
ga_only,wave_snapshot,12.3134016489897,11.6231609999998,3.0,3,883013,39.0,1,,,,,
ga_only,wave_snapshot,12.4634421626261,11.9232420272725,3.0,3,883013,40.0,1,,,,,
ga_only,wave_snapshot,12.6134520126261,12.2232617272725,3.0,3,883013,41.0,1,,,,,
ga_only,wave_snapshot,12.7638805626261,12.5241188272725,3.0,3,883013,42.0,1,,,,,
ga_only,wave_snapshot,12.9135656489897,12.8234889999998,3.0,3,883013,43.0,1,,,,,
ga_only,wave_snapshot,13.0642255989897,13.1248088999998,3.0,3,883013,44.0,1,,,,,
ga_only,wave_snapshot,13.2138972989897,13.4241522999998,3.0,3,883013,45.0,1,,,,,
ga_only,wave_snapshot,13.3633383762624,13.7230344545452,3.0,3,883013,46.0,1,,,,,
ga_only,wave_snapshot,13.5134520126261,14.0232617272725,3.0,3,883013,47.0,1,,,,,
ga_only,wave_snapshot,13.6637357262625,14.3238291545452,3.0,3,883013,48.0,1,,,,,
ga_only,wave_snapshot,13.8134520126261,14.6232617272725,3.0,3,883013,49.0,1,,,,,
ga_only,wave_snapshot,13.9635656489897,14.9234889999997,3.0,3,883013,50.0,1,,,,,
ga_only,wave_snapshot,14.1132247398988,15.1608368909089,3.0,3,883013,51.0,1,,,,,
ga_only,wave_snapshot,14.2634204489897,15.4473693999997,3.0,3,883013,52.0,1,,,,,
ga_only,wave_snapshot,14.4132247398988,15.7469779818179,3.0,3,883013,53.0,1,,,,,
ga_only,wave_snapshot,14.5634520126261,16.0474325272725,3.0,3,883013,54.0,1,,,,,
ga_only,wave_snapshot,14.7135148626261,16.3475582272725,3.0,3,883013,55.0,1,,,,,
ga_only,wave_snapshot,14.8638444262624,16.6482173545452,3.0,3,883013,56.0,1,,,,,
ga_only,wave_snapshot,15.0141364626261,16.9488014272725,3.0,3,883013,57.0,1,,,,,
ga_only,wave_snapshot,15.1640001762624,17.2485288545452,3.0,3,883013,58.0,1,,,,,
ga_only,wave_snapshot,15.3134520126261,17.5474325272725,3.0,3,883013,59.0,1,,,,,
ga_only,death,,,,3,883013,60.003615999999,1,0.0,0.0,0.0,17.962045472727,59.87348490909
ga_only,death,,,,3,883013,60.003615999999,1,0.0,0.0,1.0,17.885387072727,59.61795690909
ga_only,death,,,,3,883013,60.003615999999,1,0.0,0.0,2.0,17.810387072727,59.36795690909
ga_only,wave_snapshot,0.0,0.0,0.0,3,883013,60.0,1,,,,,
ga_only,death,,,,3,883013,42.7872996666665,2,0.0,10.0,11.0,37.4566444454545,41.522148151515
ga_only,death,,,,3,883013,60.0072395757573,2,0.0,0.0,6.0,17.9975796090908,59.9919320303028
ga_only,death,,,,3,883013,60.0072395757573,2,0.0,0.0,7.0,17.9221313090908,59.7404376969695
ga_only,death,,,,3,883013,60.0072395757573,2,0.0,0.0,8.0,17.8466767636363,59.4889225454543
ga_only,death,,,,3,883013,60.0072395757573,2,0.0,0.0,9.0,17.7709949454545,59.2366498181816
ga_only,death,,,,3,883013,60.0072395757573,2,0.0,0.0,10.0,17.6954450090908,58.9848166969695
ga_only,wave_snapshot,0.0,0.0,0.0,3,883013,60.0,2,,,,,
ga_only,death,,,,3,883013,12.225806909091,3,0.0,6.0,13.0,18.5895454545455,11.9651515151516
ga_only,death,,,,3,883013,45.3071123939392,3,0.0,9.0,15.0,35.8614370999999,44.5381236666664
ga_only,death,,,,3,883013,60.0023220606057,3,0.0,2.0,12.0,22.995923890909,59.9864129696966
ga_only,death,,,,3,883013,60.0023220606057,3,0.0,0.0,14.0,17.8443318181817,59.4811060606057
ga_only,death,,,,3,883013,60.0023220606057,3,0.0,0.0,16.0,17.6899999999999,58.9666666666663
ga_only,death,,,,3,883013,60.0023220606057,3,0.0,0.0,17.0,17.6127272727272,58.7090909090906
ga_only,wave_snapshot,0.0,0.0,0.0,3,883013,60.0,3,,,,,
ga_only,death,,,,3,883013,16.6507575757576,4,0.0,5.0,19.0,17.4160318909091,16.386772969697
ga_only,death,,,,3,883013,60.0022727272723,4,0.0,0.0,18.0,17.995909090909,59.9863636363632
ga_only,death,,,,3,883013,60.0022727272723,4,0.0,0.0,20.0,17.8440909090908,59.4803030303026
ga_only,death,,,,3,883013,60.0022727272723,4,0.0,0.0,21.0,17.7690412999999,59.2301376666662
ga_only,death,,,,3,883013,60.0022727272723,4,0.0,0.0,22.0,17.6936057454544,58.9786858181814
ga_only,death,,,,3,883013,60.0022727272723,4,0.0,0.0,23.0,17.6161764272726,58.7205880909087
ga_only,wave_snapshot,0.0,0.0,0.0,3,883013,60.0,4,,,,,
ga_only,death,,,,3,883013,35.531818181818,5,0.0,15.0,27.0,47.9278795272727,34.7595984242422
ga_only,death,,,,3,883013,60.0045454545451,5,0.0,0.0,24.0,17.9942611363635,59.9808704545452
ga_only,death,,,,3,883013,60.0045454545451,5,0.0,0.0,25.0,17.9188636363635,59.7295454545452
ga_only,death,,,,3,883013,60.0045454545451,5,0.0,0.0,26.0,17.8427272727272,59.4757575757573
ga_only,death,,,,3,883013,60.0045454545451,5,0.0,0.0,28.0,17.6919997090908,58.9733323636361
ga_only,death,,,,3,883013,60.0045454545451,5,0.0,0.0,29.0,17.6152409363636,58.7174697878785
ga_only,wave_snapshot,0.0,0.0,0.0,3,883013,60.0,5,,,,,
ga_only,death,,,,3,883013,44.594587242424,6,0.0,9.0,35.0,35.4956818181817,43.3189393939391
ga_only,death,,,,3,883013,56.6027532727269,6,0.0,8.0,30.0,36.9783620090908,56.5945400303027
ga_only,death,,,,3,883013,60.0021629999996,6,0.0,0.0,31.0,17.9191383454544,59.7304611515148
ga_only,death,,,,3,883013,60.0021629999996,6,0.0,0.0,32.0,17.8432873727272,59.4776245757572
ga_only,death,,,,3,883013,60.0021629999996,6,0.0,0.0,33.0,17.7674999999999,59.2249999999996
ga_only,death,,,,3,883013,60.0021629999996,6,0.0,0.0,34.0,17.692145790909,58.9738193030299
ga_only,wave_snapshot,0.0,0.0,0.0,3,883013,60.0,6,,,,,
ga_only,death,,,,3,883013,60.0049955454542,7,0.0,0.0,36.0,17.9969532090908,59.9898440303027
ga_only,death,,,,3,883013,60.0049955454542,7,0.0,0.0,37.0,17.9202809090908,59.7342696969694
ga_only,death,,,,3,883013,60.0049955454542,7,0.0,14.0,38.0,52.8437591090908,59.4791970303028
ga_only,death,,,,3,883013,60.0049955454542,7,0.0,0.0,39.0,17.7664863818181,59.221621272727
