config,log_type,mean_fitness,median_fitness,n_alive,run_id,seed,time,wave,damage,dodged_bullets,enemy_id,fitness,lifespan
deep_q,wave_snapshot,0.148432583333333,0.147916666666666,4.0,17,778935,1.0,1,,,,,
deep_q,wave_snapshot,0.362625888888888,0.362612733333333,6.0,17,778935,2.0,1,,,,,
deep_q,wave_snapshot,0.672660188888888,0.672647033333333,6.0,17,778935,3.0,1,,,,,
deep_q,wave_snapshot,0.971787788888888,0.971774633333332,6.0,17,778935,4.0,1,,,,,
deep_q,wave_snapshot,2.50366908888889,1.29115593333333,6.0,17,778935,5.0,1,,,,,
deep_q,wave_snapshot,2.78998828888889,1.57747513333333,6.0,17,778935,6.0,1,,,,,
deep_q,wave_snapshot,3.53826205555556,1.90908223333333,6.0,17,778935,7.0,1,,,,,
deep_q,wave_snapshot,4.25711615555556,2.21126966666667,6.0,17,778935,8.0,1,,,,,
deep_q,wave_snapshot,4.54878282222222,2.50293633333334,6.0,17,778935,9.0,1,,,,,
deep_q,wave_snapshot,4.84044948888889,2.794603,6.0,17,778935,10.0,1,,,,,
deep_q,wave_snapshot,5.12833702222223,3.08249053333334,6.0,17,778935,11.0,1,,,,,
deep_q,wave_snapshot,6.67625552222223,4.59290903333334,6.0,17,778935,12.0,1,,,,,
deep_q,wave_snapshot,7.38987778888889,4.88986463333334,6.0,17,778935,13.0,1,,,,,
deep_q,death,,,,17,778935,13.4435973333333,1,0.0,7.0,2.0,21.3443532333333,12.8145107777778
deep_q,wave_snapshot,7.68026897222223,5.20493633333334,5.0,17,778935,14.0,1,,,,,
deep_q,wave_snapshot,8.75985230555555,5.50043633333333,5.0,17,778935,15.0,1,,,,,
deep_q,wave_snapshot,10.2785130555556,5.82282923333333,5.0,17,778935,16.0,1,,,,,
deep_q,death,,,,17,778935,16.7456953333333,1,0.0,8.0,0.0,24.9870463,16.6234876666667
deep_q,wave_snapshot,11.3493600222222,6.12293633333333,4.0,17,778935,17.0,1,,,,,
deep_q,wave_snapshot,11.5364202222222,6.40352663333333,4.0,17,778935,18.0,1,,,,,
deep_q,wave_snapshot,12.5832489111111,9.22376966666666,4.0,17,778935,19.0,1,,,,,
deep_q,wave_snapshot,14.3662774888889,13.6150828833333,4.0,17,778935,20.0,1,,,,,
deep_q,death,,,,17,778935,20.105541,1,1.0,4.0,4.0,22.6929363333333,18.9764544444445
deep_q,wave_snapshot,14.5217395328283,13.7651909606061,3.0,17,778935,21.0,1,,,,,
deep_q,wave_snapshot,14.6708003964646,13.9142518242424,3.0,17,778935,22.0,1,,,,,
deep_q,wave_snapshot,14.8217818555555,14.0652332833333,3.0,17,778935,23.0,1,,,,,
deep_q,wave_snapshot,14.9707700555555,14.2142214833333,3.0,17,778935,24.0,1,,,,,
deep_q,wave_snapshot,17.1217008282828,20.2901522560606,3.0,17,778935,25.0,1,,,,,
deep_q,wave_snapshot,17.6881264085858,21.6899111696969,3.0,17,778935,26.0,1,,,,,
deep_q,wave_snapshot,18.2549012888889,22.0186447833333,3.0,17,778935,27.0,1,,,,,
deep_q,wave_snapshot,18.8212160828283,22.0186447833333,3.0,17,778935,28.0,1,,,,,
deep_q,wave_snapshot,18.9709349419192,22.0186447833333,3.0,17,778935,29.0,1,,,,,
deep_q,wave_snapshot,19.1214882737373,22.0186447833333,3.0,17,778935,30.0,1,,,,,
deep_q,wave_snapshot,19.2711408555555,22.0186447833333,3.0,17,778935,31.0,1,,,,,
deep_q,wave_snapshot,19.8380066222222,22.0186447833333,3.0,17,778935,32.0,1,,,,,
deep_q,wave_snapshot,19.9875006151515,22.0186447833333,3.0,17,778935,33.0,1,,,,,
deep_q,wave_snapshot,21.3049671888888,22.0186447833333,3.0,17,778935,34.0,1,,,,,
deep_q,wave_snapshot,21.4547309888888,22.0186447833333,3.0,17,778935,35.0,1,,,,,
deep_q,wave_snapshot,24.0217085070707,22.0186447833333,3.0,17,778935,36.0,1,,,,,
deep_q,wave_snapshot,25.0048021888888,22.0186447833333,3.0,17,778935,37.0,1,,,,,
deep_q,wave_snapshot,25.1548192393939,22.0186447833333,3.0,17,778935,38.0,1,,,,,
deep_q,wave_snapshot,25.3051933555555,22.0186447833333,3.0,17,778935,39.0,1,,,,,
deep_q,wave_snapshot,25.4545804888889,22.0186447833333,3.0,17,778935,40.0,1,,,,,
deep_q,wave_snapshot,25.6044224174603,22.0186447833333,3.0,17,778935,41.0,1,,,,,
deep_q,wave_snapshot,25.7546423388888,22.0186447833333,3.0,17,778935,42.0,1,,,,,
deep_q,wave_snapshot,25.9047517888888,22.0186447833333,3.0,17,778935,43.0,1,,,,,
deep_q,wave_snapshot,26.0538973252525,22.0186447833333,3.0,17,778935,44.0,1,,,,,
deep_q,death,,,,17,778935,44.801234333333,1,3.0,11.0,3.0,61.6766443333332,43.9221477777774
deep_q,wave_snapshot,26.611453710101,22.0186447833333,2.0,17,778935,45.0,1,,,,,
deep_q,wave_snapshot,26.7113044126984,22.0186447833333,2.0,17,778935,46.0,1,,,,,
deep_q,wave_snapshot,26.8114510861952,22.0186447833333,2.0,17,778935,47.0,1,,,,,
deep_q,wave_snapshot,26.9116232,22.0186447833333,2.0,17,778935,48.0,1,,,,,
deep_q,wave_snapshot,27.0115323777778,22.0186447833333,2.0,17,778935,49.0,1,,,,,
deep_q,wave_snapshot,27.1112777931217,22.0186447833333,2.0,17,778935,50.0,1,,,,,
deep_q,wave_snapshot,28.0446954111111,22.53777005,2.0,17,778935,51.0,1,,,,,
deep_q,wave_snapshot,28.1452372079365,22.6885827452381,2.0,17,778935,52.0,1,,,,,
deep_q,death,,,,17,778935,52.6203558148149,1,0.0,4.0,5.0,25.3703960444445,51.2346534814816
deep_q,wave_snapshot,28.6427161174603,23.8399913166667,1.0,17,778935,53.0,1,,,,,
deep_q,wave_snapshot,28.6925890249158,23.8399913166667,1.0,17,778935,54.0,1,,,,,
deep_q,wave_snapshot,28.7425688387205,23.8399913166667,1.0,17,778935,55.0,1,,,,,
deep_q,wave_snapshot,28.7926620962963,23.8399913166667,1.0,17,778935,56.0,1,,,,,
deep_q,wave_snapshot,28.8428736451178,23.8399913166667,1.0,17,778935,57.0,1,,,,,
deep_q,wave_snapshot,28.8926390750842,23.8399913166667,1.0,17,778935,58.0,1,,,,,
deep_q,wave_snapshot,28.942915737037,23.8399913166667,1.0,17,778935,59.0,1,,,,,
deep_q,death,,,,17,778935,60.005346090909,1,0.0,0.0,1.0,17.8856051333333,59.6186837777776
deep_q,wave_snapshot,0.0,0.0,0.0,17,778935,60.0,1,,,,,
deep_q,death,,,,17,778935,12.000366939394,2,0.0,9.0,7.0,26.0227001090909,11.7423336969697
deep_q,death,,,,17,778935,12.8438672727273,2,0.0,5.0,8.0,16.2004329090909,12.3347763636364
deep_q,death,,,,17,778935,18.1871992727272,2,1.0,4.0,11.0,22.0743416,16.914472
deep_q,death,,,,17,778935,21.363174030303,2,0.0,11.0,6.0,33.9066794818182,21.3555982727272
deep_q,death,,,,17,778935,22.3121212121211,2,3.0,6.0,10.0,42.3875,21.2916666666666
deep_q,death,,,,17,778935,23.4958977272726,2,2.0,6.0,9.0,35.8199056818182,22.7330189393939
deep_q,wave_snapshot,0.0,0.0,0.0,17,778935,60.0,2,,,,,
deep_q,death,,,,17,778935,10.2466085757576,3,0.0,7.0,17.0,20.1887553,8.96251766666667
deep_q,death,,,,17,778935,18.6470322424242,3,0.0,7.0,12.0,23.0916854,18.6389513333333
deep_q,death,,,,17,778935,20.9840909090909,3,1.0,3.0,13.0,20.7175362727273,20.7251209090909
deep_q,death,,,,17,778935,26.5917635757573,3,0.0,6.0,16.0,22.6698017999999,25.5660059999997
deep_q,death,,,,17,778935,27.9249999999997,3,1.0,8.0,14.0,35.2229121999999,27.409707333333
deep_q,death,,,,17,778935,36.5590909090905,3,0.0,6.0,15.0,25.7363800181817,35.787933393939
deep_q,wave_snapshot,0.0,0.0,0.0,17,778935,60.0,3,,,,,
deep_q,death,,,,17,778935,15.3970989090909,4,0.0,8.0,20.0,24.4625,14.875
deep_q,death,,,,17,778935,20.4242154090862,4,0.0,9.0,19.0,28.5481349499986,20.1604498333286
deep_q,death,,,,17,778935,21.9470989090909,4,2.0,7.0,21.0,37.8523933,21.1746443333333
deep_q,death,,,,17,778935,23.4079291649831,4,1.0,3.0,18.0,21.5199660767677,23.3998869225589
deep_q,death,,,,17,778935,25.1428853333333,4,0.0,6.0,22.0,22.2360361272727,24.1201204242424
deep_q,death,,,,17,778935,35.1101342424244,4,0.0,5.0,23.0,22.6510627,33.8368756666667
deep_q,wave_snapshot,0.0,0.0,0.0,17,778935,60.0,4,,,,,
deep_q,death,,,,17,778935,6.60833333333334,5,0.0,10.0,24.0,26.98,6.60000000000001
deep_q,death,,,,17,778935,16.5648656666667,5,0.0,8.0,29.0,24.5845234,15.2817446666667
deep_q,death,,,,17,778935,22.1583333333333,5,0.0,9.0,26.0,28.9925,21.6416666666666
deep_q,death,,,,17,778935,22.9547917272726,5,0.0,7.0,25.0,24.3071532181818,22.6905107272726
deep_q,death,,,,17,778935,29.1083333333338,5,0.0,6.0,27.0,23.5020849000002,28.3402830000005
deep_q,death,,,,17,778935,30.3077356666674,5,2.0,5.0,28.0,35.2847232000002,29.2824106666674
deep_q,wave_snapshot,0.0,0.0,0.0,17,778935,60.0,5,,,,,
deep_q,death,,,,17,778935,7.52533216835019,6,0.0,5.0,30.0,14.7553269232323,7.51775641077443
deep_q,death,,,,17,778935,15.5474105016835,6,0.0,7.0,35.0,21.7799956,14.266652
deep_q,death,,,,17,778935,19.9516835016835,6,0.0,7.0,33.0,23.2531818181818,19.1772727272728
deep_q,death,,,,17,778935,23.0625422866762,6,1.0,10.0,31.0,38.8404668809523,22.8015562698411
deep_q,death,,,,17,778935,28.4665025016832,6,4.0,4.0,34.0,46.2326236999999,27.4420789999997
deep_q,death,,,,17,778935,32.8971380471377,6,0.0,10.0,32.0,34.7143181818181,32.3810606060603
deep_q,wave_snapshot,0.0,0.0,0.0,17,778935,60.0,6,,,,,
deep_q,death,,,,17,778935,13.4307724848485,7,2.0,9.0,36.0,40.5269590181818,13.4231967272727
deep_q,death,,,,17,778935,17.2068681515151,7,0.0,5.0,41.0,17.278124,15.92708
deep_q,death,,,,17,778935,18.3749341515151,7,0.0,7.0,39.0,22.7818975090909,17.606325030303
deep_q,death,,,,17,778935,22.2393586666665,7,0.0,6.0,38.0,21.5170253545454,21.7234178484847
deep_q,death,,,,17,778935,31.1878451515148,7,1.0,7.0,40.0,33.5487970272726,30.1626567575754
deep_q,death,,,,17,778935,32.3727272727268,7,2.0,12.0,37.0,53.6338636363635,32.1128787878783
deep_q,wave_snapshot,0.0,0.0,0.0,17,778935,60.0,7,,,,,
deep_q,death,,,,17,778935,15.1700162121212,8,0.0,8.0,42.0,24.5485048636364,15.1616828787879
deep_q,death,,,,17,778935,17.8997462121212,8,0.0,10.0,47.0,29.9856089909091,16.6186966363637
